,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
363,Oppligen,659.0,78.0,172.0,117.0,144.0,85.0,63.0
364,Rubigen,2837.0,347.0,1000.0,483.0,728.0,180.0,99.0
365,Schlosswil,644.0,75.0,210.0,108.0,152.0,75.0,24.0
366,Tägertschi,404.0,33.0,110.0,66.0,108.0,50.0,37.0
367,Walkringen,1744.0,213.0,548.0,243.0,404.0,215.0,121.0
368,Worb,11044.0,1672.0,3704.0,1746.0,2584.0,920.0,418.0
369,Zäziwil,1595.0,213.0,478.0,276.0,380.0,180.0,68.0
370,Oberhünigen,319.0,31.0,92.0,36.0,60.0,70.0,30.0
371,Allmendingen,516.0,51.0,170.0,99.0,124.0,30.0,42.0
372,Trimstein,511.0,47.0,172.0,69.0,152.0,65.0,6.0
373,Wichtrach,3971.0,488.0,1322.0,624.0,1112.0,305.0,120.0
374,Clavaleyres,46.0,6.0,8.0,12.0,8.0,5.0,7.0
375,Ferenbalm,1238.0,124.0,494.0,180.0,316.0,105.0,19.0
376,Frauenkappelen,1234.0,175.0,408.0,207.0,308.0,115.0,21.0
377,Golaten,289.0,37.0,102.0,51.0,64.0,20.0,15.0
378,Gurbrü,235.0,23.0,62.0,18.0,68.0,25.0,39.0
379,Kriechenwil,405.0,44.0,142.0,45.0,80.0,50.0,44.0
380,Laupen,2737.0,458.0,916.0,432.0,608.0,250.0,73.0
381,Mühleberg,2673.0,356.0,984.0,429.0,632.0,215.0,57.0
382,Münchenwiler,469.0,40.0,174.0,93.0,76.0,60.0,26.0
383,Neuenegg,4839.0,635.0,1688.0,768.0,1192.0,390.0,166.0
384,Wileroltigen,388.0,35.0,86.0,66.0,148.0,40.0,13.0
385,Belprahon,301.0,26.0,104.0,45.0,64.0,50.0,12.0
386,Bévilard,1643.0,247.0,508.0,216.0,384.0,215.0,73.0
387,Champoz,155.0,10.0,26.0,15.0,68.0,30.0,6.0
388,Châtelat,111.0,9.0,26.0,18.0,24.0,10.0,24.0
389,Corcelles (BE),213.0,36.0,62.0,42.0,12.0,35.0,26.0
390,Court,1369.0,176.0,400.0,222.0,336.0,130.0,105.0
391,Crémines,539.0,84.0,164.0,78.0,112.0,75.0,26.0
392,Eschert,365.0,42.0,92.0,63.0,80.0,70.0,18.0
393,Grandval,336.0,45.0,92.0,78.0,80.0,35.0,6.0
394,Loveresse,313.0,30.0,98.0,75.0,80.0,30.0,0.0
395,Malleray,1923.0,220.0,578.0,324.0,488.0,185.0,128.0
396,Monible,37.0,3.0,6.0,12.0,4.0,5.0,7.0
397,Moutier,7342.0,1231.0,2102.0,1368.0,1692.0,690.0,259.0
398,Perrefitte,455.0,58.0,142.0,75.0,116.0,30.0,34.0
399,Pontenet,214.0,24.0,58.0,42.0,60.0,30.0,0.0
400,Reconvilier,2135.0,355.0,610.0,387.0,476.0,240.0,67.0
401,Roches (BE),208.0,18.0,70.0,39.0,40.0,10.0,31.0
402,Saicourt,594.0,76.0,138.0,108.0,160.0,75.0,37.0
403,Saules (BE),151.0,20.0,40.0,15.0,40.0,30.0,6.0
404,Schelten,34.0,6.0,6.0,9.0,0.0,0.0,13.0
405,Seehof,70.0,3.0,8.0,18.0,12.0,10.0,19.0
406,Sornetan,128.0,9.0,28.0,21.0,60.0,10.0,0.0
407,Sorvilier,261.0,34.0,100.0,51.0,76.0,0.0,0.0
408,Souboz,133.0,6.0,40.0,18.0,44.0,25.0,0.0
409,Tavannes,3467.0,607.0,908.0,573.0,904.0,350.0,125.0
410,Rebévelier,46.0,3.0,12.0,3.0,4.0,5.0,19.0
411,Diesse,433.0,59.0,124.0,93.0,112.0,45.0,0.0
412,Lamboing,676.0,90.0,170.0,132.0,204.0,55.0,25.0
413,La Neuveville,3503.0,591.0,1026.0,654.0,776.0,360.0,96.0
414,Nods,724.0,94.0,200.0,99.0,200.0,85.0,46.0
415,Prêles,873.0,91.0,268.0,171.0,216.0,85.0,42.0
416,Aegerten,1721.0,256.0,626.0,282.0,364.0,145.0,48.0
417,Bellmund,1509.0,116.0,452.0,288.0,456.0,155.0,42.0
418,Brügg,4167.0,756.0,1394.0,741.0,824.0,355.0,97.0
419,Bühl,414.0,46.0,154.0,81.0,96.0,25.0,12.0
420,Epsach,333.0,29.0,64.0,75.0,116.0,25.0,24.0
421,Hagneck,413.0,38.0,144.0,117.0,84.0,30.0,0.0
422,Hermrigen,251.0,31.0,94.0,36.0,56.0,10.0,24.0
423,Jens,667.0,50.0,226.0,111.0,192.0,70.0,18.0
424,Ipsach,3851.0,520.0,1298.0,663.0,924.0,310.0,136.0
425,Ligerz,515.0,94.0,192.0,108.0,80.0,35.0,6.0
426,Merzligen,406.0,35.0,172.0,72.0,64.0,50.0,13.0
427,Mörigen,880.0,88.0,326.0,159.0,176.0,85.0,46.0
428,Nidau,6639.0,1495.0,2266.0,996.0,1180.0,480.0,222.0
429,Orpund,2593.0,392.0,860.0,447.0,620.0,200.0,74.0
430,Port,3211.0,437.0,1222.0,480.0,708.0,255.0,109.0
431,Safnern,1849.0,202.0,586.0,363.0,532.0,115.0,51.0
432,Scheuren,440.0,34.0,136.0,57.0,128.0,40.0,45.0
433,Schwadernau,646.0,75.0,194.0,135.0,148.0,55.0,39.0
434,Studen (BE),2815.0,400.0,914.0,522.0,700.0,220.0,59.0
435,Sutz-Lattrigen,1344.0,175.0,390.0,219.0,376.0,140.0,44.0
436,Täuffelen,2578.0,322.0,986.0,459.0,580.0,175.0,56.0
437,Walperswil,914.0,82.0,294.0,192.0,248.0,80.0,18.0
438,Worben,2277.0,273.0,788.0,414.0,584.0,180.0,38.0
439,Twann-Tüscherz,1107.0,211.0,418.0,165.0,244.0,45.0,24.0
440,Därstetten,803.0,108.0,244.0,138.0,180.0,75.0,58.0
441,Diemtigen,2133.0,282.0,674.0,288.0,408.0,325.0,156.0
442,Erlenbach im Simmental,1674.0,225.0,554.0,261.0,376.0,170.0,88.0
443,Niederstocken,250.0,29.0,86.0,54.0,44.0,25.0,12.0
444,Oberstocken,275.0,33.0,76.0,51.0,64.0,45.0,6.0
445,Oberwil im Simmental,774.0,87.0,242.0,123.0,172.0,125.0,25.0
446,Reutigen,946.0,124.0,304.0,195.0,216.0,70.0,37.0
447,Spiez,12207.0,1976.0,4162.0,2070.0,2672.0,955.0,372.0
448,Wimmis,2434.0,316.0,742.0,396.0,588.0,240.0,152.0
449,Gadmen,222.0,44.0,60.0,45.0,48.0,25.0,0.0
450,Guttannen,292.0,33.0,98.0,51.0,64.0,40.0,6.0
451,Hasliberg,1112.0,151.0,330.0,162.0,284.0,135.0,50.0
452,Innertkirchen,822.0,104.0,266.0,153.0,172.0,115.0,12.0
453,Meiringen,4501.0,694.0,1402.0,819.0,1068.0,400.0,118.0
454,Schattenhalb,573.0,82.0,166.0,87.0,128.0,80.0,30.0
455,Boltigen,1359.0,179.0,374.0,204.0,348.0,165.0,89.0
456,Lenk,2279.0,342.0,706.0,384.0,508.0,215.0,124.0
457,St. Stephan,1354.0,171.0,354.0,210.0,296.0,205.0,118.0
458,Zweisimmen,2899.0,427.0,972.0,465.0,588.0,300.0,147.0
459,Gsteig,965.0,159.0,292.0,192.0,196.0,120.0,6.0
460,Lauenen,794.0,106.0,228.0,117.0,172.0,120.0,51.0
461,Saanen,6730.0,1008.0,1650.0,1059.0,1548.0,720.0,745.0
462,Guggisberg,1520.0,161.0,382.0,276.0,348.0,230.0,123.0
463,Rüschegg,1623.0,242.0,546.0,267.0,324.0,155.0,89.0
464,Wahlern,6600.0,882.0,2008.0,1056.0,1668.0,725.0,261.0
465,Belp,10425.0,1520.0,3504.0,1857.0,2380.0,850.0,314.0
466,Belpberg,418.0,47.0,134.0,57.0,92.0,50.0,38.0
467,Burgistein,1007.0,120.0,276.0,165.0,268.0,105.0,73.0
468,Gelterfingen,240.0,44.0,108.0,27.0,40.0,15.0,6.0
469,Gerzensee,1120.0,124.0,360.0,231.0,224.0,150.0,31.0
470,Gurzelen,810.0,84.0,204.0,120.0,256.0,90.0,56.0
471,Jaberg,255.0,28.0,86.0,27.0,72.0,30.0,12.0
472,Kaufdorf,1015.0,94.0,316.0,129.0,348.0,85.0,43.0
473,Kehrsatz,4032.0,508.0,1332.0,654.0,916.0,435.0,187.0
474,Kienersrüti,45.0,5.0,12.0,15.0,8.0,5.0,0.0
475,Kirchdorf (BE),808.0,100.0,268.0,105.0,196.0,120.0,19.0
476,Kirchenthurnen,266.0,41.0,104.0,48.0,56.0,10.0,7.0
477,Lohnstorf,218.0,28.0,56.0,30.0,72.0,20.0,12.0
478,Mühledorf (BE),246.0,18.0,84.0,33.0,64.0,35.0,12.0
479,Mühlethurnen,1370.0,169.0,454.0,204.0,360.0,110.0,73.0
480,Niedermuhlern,467.0,53.0,164.0,78.0,104.0,35.0,33.0
481,Noflen,257.0,27.0,74.0,51.0,40.0,40.0,25.0
482,Riggisberg,2347.0,320.0,728.0,339.0,572.0,240.0,148.0
483,Rüeggisberg,1801.0,235.0,516.0,279.0,460.0,215.0,96.0
484,Rümligen,442.0,43.0,162.0,78.0,92.0,55.0,12.0
485,Seftigen,2107.0,268.0,730.0,384.0,472.0,175.0,78.0
486,Toffen,2424.0,300.0,854.0,390.0,636.0,195.0,49.0
487,Uttigen,1828.0,200.0,536.0,291.0,508.0,230.0,63.0
488,Wattenwil,2668.0,362.0,758.0,459.0,596.0,320.0,173.0
489,Wald (BE),1157.0,121.0,408.0,189.0,264.0,130.0,45.0
490,Eggiwil,2395.0,252.0,604.0,357.0,544.0,460.0,178.0
491,Langnau im Emmental,8858.0,1267.0,2680.0,1395.0,1956.0,1020.0,540.0
492,Lauperswil,2643.0,324.0,794.0,420.0,624.0,305.0,176.0
493,Röthenbach im Emmental,1246.0,99.0,302.0,162.0,224.0,230.0,229.0
494,Rüderswil,2337.0,267.0,742.0,312.0,568.0,335.0,113.0
495,Schangnau,902.0,100.0,206.0,147.0,236.0,150.0,63.0
496,Signau,2704.0,347.0,812.0,405.0,580.0,325.0,235.0
497,Trub,1343.0,109.0,300.0,162.0,300.0,290.0,182.0
498,Trubschachen,1338.0,190.0,374.0,192.0,320.0,175.0,87.0
499,Amsoldingen,791.0,83.0,210.0,144.0,228.0,105.0,21.0
500,Blumenstein,1173.0,147.0,338.0,225.0,276.0,145.0,42.0
501,Buchholterberg,1522.0,145.0,462.0,273.0,356.0,160.0,126.0
502,Eriz,487.0,66.0,148.0,60.0,116.0,50.0,47.0
503,Fahrni,751.0,71.0,228.0,105.0,228.0,75.0,44.0
504,Heiligenschwendi,668.0,124.0,226.0,84.0,148.0,65.0,21.0
505,Heimberg,6394.0,850.0,2078.0,1158.0,1528.0,505.0,275.0
506,Hilterfingen,3875.0,741.0,1380.0,582.0,828.0,240.0,104.0
507,Höfen,442.0,40.0,108.0,93.0,120.0,75.0,6.0
508,Homberg,485.0,49.0,110.0,66.0,116.0,90.0,54.0
509,Horrenbach-Buchen,251.0,13.0,56.0,42.0,44.0,50.0,46.0
510,Oberhofen am Thunersee,2312.0,456.0,866.0,357.0,412.0,160.0,61.0
511,Oberlangenegg,476.0,53.0,130.0,57.0,128.0,70.0,38.0
512,Pohlern,273.0,32.0,72.0,66.0,52.0,45.0,6.0
513,Schwendibach,244.0,24.0,96.0,30.0,44.0,30.0,20.0
514,Sigriswil,4517.0,835.0,1750.0,618.0,728.0,390.0,196.0
515,Steffisburg,15171.0,2426.0,5118.0,2439.0,3396.0,1260.0,532.0
516,Teuffenthal (BE),163.0,21.0,48.0,24.0,32.0,20.0,18.0
517,Thierachern,2268.0,240.0,684.0,363.0,592.0,255.0,134.0
518,Thun,41861.0,7779.0,14672.0,6456.0,8288.0,3235.0,1431.0
519,Uebeschi,668.0,65.0,208.0,84.0,144.0,125.0,42.0
520,Uetendorf,5849.0,711.0,1930.0,1047.0,1444.0,510.0,207.0
521,Unterlangenegg,884.0,99.0,274.0,93.0,252.0,115.0,51.0
522,Wachseldorn,228.0,28.0,60.0,45.0,52.0,30.0,13.0
523,Zwieselberg,279.0,17.0,74.0,60.0,48.0,40.0,40.0
524,Forst-Längenbühl,735.0,88.0,162.0,147.0,180.0,90.0,68.0
525,Affoltern im Emmental,1127.0,148.0,340.0,171.0,260.0,135.0,73.0
526,Dürrenroth,1030.0,138.0,266.0,159.0,208.0,165.0,94.0
527,Eriswil,1311.0,177.0,358.0,195.0,292.0,170.0,119.0
528,Huttwil,4601.0,696.0,1352.0,750.0,972.0,595.0,236.0
529,Lützelflüh,3949.0,547.0,1200.0,612.0,860.0,405.0,325.0
530,Rüegsau,3026.0,397.0,962.0,465.0,688.0,375.0,139.0
531,Sumiswald,4936.0,689.0,1362.0,723.0,1120.0,670.0,372.0
532,Trachselwald,991.0,110.0,264.0,153.0,200.0,155.0,109.0
533,Walterswil (BE),526.0,52.0,106.0,84.0,124.0,85.0,75.0
534,Wyssachen,1146.0,130.0,342.0,171.0,212.0,120.0,171.0
535,Attiswil,1278.0,181.0,432.0,252.0,248.0,135.0,30.0
536,Berken,46.0,9.0,16.0,3.0,8.0,10.0,0.0
537,Bettenhausen,673.0,84.0,232.0,102.0,168.0,75.0,12.0
538,Farnern,204.0,20.0,90.0,39.0,44.0,5.0,6.0
539,Graben,300.0,38.0,94.0,45.0,56.0,40.0,27.0
540,Heimenhausen,998.0,145.0,320.0,177.0,228.0,90.0,38.0
541,Hermiswil,96.0,13.0,36.0,21.0,16.0,10.0,0.0
542,Herzogenbuchsee,6736.0,1004.0,2300.0,1026.0,1472.0,665.0,269.0
543,Inkwil,626.0,90.0,214.0,114.0,136.0,65.0,7.0
544,Niederbipp,4148.0,522.0,1218.0,717.0,1004.0,440.0,247.0
545,Niederönz,1547.0,171.0,534.0,243.0,368.0,195.0,36.0
546,Oberbipp,1529.0,207.0,472.0,312.0,348.0,140.0,50.0
547,Ochlenberg,570.0,61.0,170.0,87.0,124.0,80.0,48.0
548,Rumisberg,466.0,51.0,190.0,84.0,104.0,25.0,12.0
549,Seeberg,1392.0,179.0,432.0,222.0,328.0,150.0,81.0
551,Walliswil bei Niederbipp,198.0,41.0,64.0,30.0,48.0,15.0,0.0
552,Walliswil bei Wangen,557.0,84.0,216.0,102.0,104.0,45.0,6.0
553,Wangen an der Aare,2091.0,312.0,652.0,390.0,468.0,150.0,119.0
554,Wangenried,402.0,51.0,150.0,48.0,88.0,15.0,50.0
555,Wiedlisbach,2143.0,319.0,660.0,393.0,460.0,200.0,111.0
556,Wolfisberg,191.0,30.0,62.0,45.0,32.0,15.0,7.0
557,Luzern,373957.0,51796.0,103926.0,60612.0,88380.0,44405.0,24838.0
558,Doppleschwand,732.0,60.0,122.0,75.0,260.0,145.0,70.0
559,Entlebuch,3228.0,390.0,780.0,378.0,736.0,550.0,394.0
560,Escholzmatt,3050.0,323.0,640.0,450.0,616.0,590.0,431.0
561,Flühli,1612.0,187.0,394.0,234.0,368.0,245.0,184.0
562,Hasle (LU),1719.0,158.0,350.0,213.0,400.0,370.0,228.0
563,Marbach (LU),1191.0,121.0,272.0,180.0,252.0,190.0,176.0
564,Romoos,683.0,66.0,140.0,84.0,132.0,160.0,101.0
565,Schüpfheim,3900.0,379.0,772.0,609.0,872.0,695.0,573.0
566,Werthenstein,1904.0,202.0,442.0,288.0,496.0,275.0,201.0
567,Aesch (LU),981.0,114.0,256.0,132.0,200.0,170.0,109.0
568,Altwis,394.0,21.0,98.0,54.0,84.0,70.0,67.0
569,Ballwil,2526.0,261.0,676.0,423.0,708.0,305.0,153.0
570,Emmen,27906.0,4218.0,7948.0,4827.0,6496.0,2785.0,1632.0
571,Ermensee,854.0,57.0,188.0,138.0,248.0,110.0,113.0
572,Eschenbach (LU),3414.0,377.0,954.0,444.0,968.0,450.0,221.0
573,Hitzkirch,4696.0,366.0,1042.0,807.0,1200.0,715.0,566.0
574,Hochdorf,8405.0,965.0,2104.0,1467.0,2356.0,1125.0,388.0
575,Hohenrain,2340.0,173.0,484.0,381.0,600.0,440.0,262.0
576,Inwil,2171.0,211.0,596.0,306.0,520.0,350.0,188.0
577,Rain,2379.0,230.0,556.0,381.0,692.0,380.0,140.0
578,Römerswil,1604.0,123.0,390.0,219.0,384.0,320.0,168.0
579,Rothenburg,7136.0,648.0,1906.0,1218.0,2172.0,880.0,312.0
580,Schongau,898.0,76.0,196.0,132.0,200.0,160.0,134.0
581,Adligenswil,5424.0,484.0,1468.0,1038.0,1528.0,660.0,246.0
582,Buchrain,5911.0,445.0,1414.0,1044.0,1824.0,730.0,454.0
583,Dierikon,1436.0,171.0,430.0,297.0,348.0,135.0,55.0
584,Ebikon,12234.0,1466.0,3556.0,2208.0,2980.0,1375.0,649.0
585,Gisikon,1110.0,128.0,332.0,174.0,328.0,110.0,38.0
586,Greppen,1016.0,97.0,254.0,162.0,308.0,145.0,50.0
587,Honau,358.0,19.0,80.0,54.0,108.0,45.0,52.0
588,Horw,13056.0,1835.0,3976.0,2205.0,3080.0,1225.0,735.0
589,Kriens,25920.0,4059.0,8342.0,4326.0,5968.0,2350.0,875.0
590,Luzern,76213.0,18245.0,25232.0,12072.0,13340.0,5135.0,2189.0
591,Malters,6772.0,701.0,1538.0,1080.0,1752.0,960.0,741.0
592,Meggen,6557.0,848.0,2108.0,1086.0,1592.0,625.0,298.0
593,Meierskappel,1251.0,102.0,342.0,210.0,260.0,235.0,102.0
594,Root,4545.0,490.0,1284.0,699.0,1208.0,560.0,304.0
595,Schwarzenberg,1623.0,160.0,424.0,246.0,440.0,260.0,93.0
596,Udligenswil,2165.0,180.0,564.0,375.0,712.0,240.0,94.0
597,Vitznau,1141.0,173.0,394.0,165.0,236.0,80.0,93.0
598,Weggis,4022.0,610.0,1396.0,654.0,788.0,345.0,229.0
599,Beromünster,4682.0,433.0,1094.0,681.0,1104.0,710.0,660.0
600,Büron,2179.0,183.0,482.0,408.0,652.0,245.0,209.0
601,Buttisholz,3192.0,257.0,632.0,498.0,896.0,550.0,359.0
602,Eich,1652.0,152.0,532.0,303.0,396.0,175.0,94.0
603,Geuensee,2510.0,210.0,568.0,456.0,676.0,360.0,240.0
604,Grosswangen,2994.0,280.0,642.0,438.0,788.0,505.0,341.0
605,Hildisrieden,1890.0,140.0,584.0,267.0,440.0,255.0,204.0
606,Knutwil,2018.0,188.0,484.0,249.0,696.0,255.0,146.0
607,Mauensee,1125.0,57.0,190.0,195.0,312.0,180.0,191.0
608,Neudorf,1180.0,94.0,274.0,165.0,292.0,275.0,80.0
609,Neuenkirch,6035.0,449.0,1406.0,906.0,1760.0,980.0,534.0
610,Nottwil,3340.0,345.0,818.0,498.0,932.0,525.0,222.0
611,Oberkirch,3721.0,401.0,932.0,582.0,964.0,560.0,282.0
612,Pfeffikon,731.0,97.0,216.0,126.0,172.0,60.0,60.0
613,Rickenbach (LU),2267.0,200.0,510.0,351.0,592.0,390.0,224.0
614,Ruswil,6375.0,639.0,1438.0,1035.0,1624.0,1090.0,549.0
615,Schenkon,2586.0,229.0,748.0,408.0,724.0,330.0,147.0
616,Schlierbach,693.0,61.0,140.0,93.0,216.0,110.0,73.0
617,Sempach,4041.0,329.0,1024.0,597.0,1212.0,650.0,229.0
618,Sursee,8895.0,1247.0,2746.0,1539.0,2076.0,840.0,447.0
619,Triengen,4308.0,399.0,894.0,669.0,1112.0,700.0,534.0
620,Wolhusen,4080.0,419.0,890.0,570.0,1044.0,560.0,597.0
621,Alberswil,587.0,58.0,130.0,93.0,172.0,85.0,49.0
622,Altbüron,937.0,67.0,254.0,168.0,284.0,95.0,69.0
623,Altishofen,1441.0,133.0,368.0,228.0,420.0,190.0,102.0
624,Dagmersellen,4926.0,552.0,1354.0,864.0,1232.0,655.0,269.0
625,Ebersecken,412.0,29.0,86.0,42.0,76.0,95.0,84.0
626,Egolzwil,1293.0,150.0,296.0,237.0,352.0,225.0,33.0
627,Ettiswil,2391.0,231.0,590.0,333.0,640.0,395.0,202.0
628,Fischbach,702.0,41.0,142.0,114.0,160.0,130.0,115.0
629,Gettnau,1011.0,94.0,228.0,207.0,252.0,115.0,115.0
630,Grossdietwil,833.0,65.0,184.0,105.0,192.0,165.0,122.0
631,Hergiswil bei Willisau,1755.0,130.0,364.0,249.0,420.0,365.0,227.0
632,Luthern,1320.0,119.0,290.0,207.0,256.0,235.0,213.0
633,Menznau,2810.0,218.0,564.0,393.0,664.0,520.0,451.0
634,Nebikon,2394.0,228.0,626.0,438.0,708.0,240.0,154.0
635,Ohmstal,300.0,25.0,86.0,54.0,76.0,35.0,24.0
636,Pfaffnau,2186.0,265.0,536.0,417.0,484.0,315.0,169.0
637,Reiden,6479.0,749.0,1752.0,1095.0,1508.0,875.0,500.0
638,Roggliswil,607.0,60.0,154.0,93.0,104.0,145.0,51.0
639,Schötz,3472.0,365.0,766.0,660.0,864.0,585.0,232.0
640,Ufhusen,835.0,75.0,190.0,108.0,200.0,145.0,117.0
641,Wauwil,1762.0,169.0,470.0,276.0,368.0,300.0,179.0
642,Wikon,1338.0,170.0,368.0,258.0,316.0,130.0,96.0
643,Zell (LU),1966.0,159.0,472.0,312.0,464.0,320.0,239.0
644,Willisau,7229.0,896.0,1972.0,1092.0,1728.0,1045.0,496.0
645,Uri,34555.0,4094.0,9728.0,5376.0,8436.0,4580.0,2341.0
646,Altdorf (UR),8629.0,1226.0,2710.0,1413.0,2008.0,870.0,402.0
647,Andermatt,1248.0,207.0,390.0,240.0,248.0,150.0,13.0
648,Attinghausen,1560.0,156.0,358.0,243.0,404.0,295.0,104.0
649,Bauen,178.0,29.0,50.0,30.0,36.0,20.0,13.0
650,Bürglen (UR),3825.0,361.0,922.0,570.0,1080.0,670.0,222.0
651,Erstfeld,3661.0,509.0,1130.0,549.0,860.0,360.0,253.0
652,Flüelen,1896.0,239.0,542.0,303.0,480.0,215.0,117.0
653,Göschenen,414.0,72.0,140.0,60.0,96.0,40.0,6.0
654,Gurtnellen,573.0,65.0,154.0,78.0,112.0,70.0,94.0
655,Hospental,183.0,39.0,58.0,21.0,24.0,35.0,6.0
656,Isenthal,521.0,25.0,96.0,54.0,92.0,150.0,104.0
657,Realp,141.0,22.0,52.0,27.0,40.0,0.0,0.0
658,Schattdorf,4885.0,459.0,1478.0,774.0,1300.0,610.0,264.0
659,Seedorf (UR),1743.0,138.0,426.0,282.0,508.0,285.0,104.0
660,Seelisberg,597.0,83.0,182.0,93.0,88.0,100.0,51.0
661,Silenen,2122.0,209.0,528.0,306.0,468.0,305.0,306.0
662,Sisikon,395.0,53.0,102.0,45.0,108.0,35.0,52.0
663,Spiringen,845.0,86.0,168.0,105.0,224.0,155.0,107.0
664,Unterschächen,695.0,52.0,136.0,84.0,188.0,145.0,90.0
665,Wassen,444.0,64.0,106.0,99.0,72.0,70.0,33.0
666,Schwyz,144288.0,18415.0,40746.0,24873.0,34872.0,16525.0,8857.0
667,Einsiedeln,14010.0,1829.0,3894.0,2169.0,3568.0,1630.0,920.0
668,Gersau,2071.0,340.0,632.0,372.0,420.0,195.0,112.0
669,Feusisberg,4704.0,648.0,1466.0,891.0,1060.0,465.0,174.0
670,Freienbach,15510.0,2129.0,4934.0,2898.0,3456.0,1455.0,638.0
671,Wollerau,6873.0,890.0,2084.0,1359.0,1560.0,695.0,285.0
672,Küssnacht (SZ),11966.0,1598.0,3530.0,2031.0,2796.0,1320.0,691.0
673,Altendorf,6080.0,643.0,1876.0,1098.0,1504.0,740.0,219.0
674,Galgenen,4714.0,589.0,1298.0,864.0,1212.0,465.0,286.0
675,Innerthal,192.0,20.0,46.0,30.0,56.0,15.0,25.0
676,Lachen,7688.0,1249.0,2472.0,1344.0,1588.0,695.0,340.0
677,Reichenburg,3171.0,320.0,830.0,609.0,908.0,340.0,164.0
678,Schübelbach,8219.0,1009.0,2106.0,1488.0,2192.0,820.0,604.0
679,Tuggen,2991.0,320.0,850.0,534.0,788.0,320.0,179.0
680,Vorderthal,1005.0,102.0,240.0,180.0,276.0,115.0,92.0
681,Wangen (SZ),4563.0,546.0,1282.0,834.0,1184.0,565.0,152.0
682,Alpthal,565.0,78.0,134.0,72.0,128.0,85.0,68.0
683,Arth,10676.0,1256.0,2880.0,1755.0,2652.0,1295.0,838.0
684,Illgau,783.0,53.0,172.0,96.0,240.0,115.0,107.0
685,Ingenbohl,7982.0,1163.0,2282.0,1386.0,1912.0,880.0,359.0
686,Lauerz,1044.0,89.0,238.0,186.0,288.0,155.0,88.0
687,Morschach,1052.0,143.0,242.0,147.0,256.0,155.0,109.0
688,Muotathal,3461.0,348.0,788.0,489.0,864.0,565.0,407.0
689,Oberiberg,801.0,138.0,308.0,126.0,160.0,50.0,19.0
690,Riemenstalden,87.0,10.0,18.0,12.0,16.0,10.0,21.0
691,Rothenthurm,2139.0,212.0,434.0,384.0,548.0,335.0,226.0
692,Sattel,1776.0,206.0,440.0,255.0,424.0,295.0,156.0
693,Schwyz,13817.0,1849.0,3734.0,2259.0,3200.0,1820.0,955.0
694,Steinen,3185.0,278.0,744.0,525.0,832.0,460.0,346.0
695,Steinerberg,877.0,76.0,218.0,138.0,188.0,145.0,112.0
696,Unteriberg,2286.0,284.0,574.0,342.0,596.0,325.0,165.0
697,Obwalden,35165.0,4366.0,9280.0,5829.0,8836.0,4160.0,2694.0
698,Alpnach,5575.0,632.0,1420.0,1071.0,1492.0,570.0,390.0
699,Engelberg,3830.0,684.0,1064.0,570.0,788.0,380.0,344.0
700,Giswil,3565.0,368.0,836.0,603.0,896.0,500.0,362.0
701,Kerns,5547.0,611.0,1300.0,879.0,1576.0,680.0,501.0
702,Lungern,2026.0,234.0,572.0,276.0,428.0,315.0,201.0
703,Sachseln,4833.0,559.0,1272.0,744.0,1292.0,655.0,311.0
704,Sarnen,9789.0,1278.0,2816.0,1686.0,2364.0,1060.0,585.0
705,Nidwalden,40612.0,5361.0,12470.0,6852.0,9632.0,4240.0,2057.0
706,Beckenried,3286.0,466.0,980.0,483.0,804.0,390.0,163.0
707,Buochs,5281.0,593.0,1452.0,912.0,1428.0,625.0,271.0
708,Dallenwil,1781.0,176.0,394.0,318.0,412.0,285.0,196.0
709,Emmetten,1240.0,214.0,426.0,219.0,268.0,65.0,48.0
710,Ennetbürgen,4334.0,604.0,1506.0,669.0,1060.0,330.0,165.0
711,Ennetmoos,2100.0,196.0,620.0,387.0,512.0,255.0,130.0
712,Hergiswil (NW),5287.0,837.0,1872.0,981.0,964.0,425.0,208.0
713,Oberdorf (NW),3034.0,314.0,802.0,486.0,760.0,500.0,172.0
714,Stans,7852.0,997.0,2304.0,1419.0,2028.0,755.0,349.0
715,Stansstad,4397.0,767.0,1688.0,675.0,828.0,290.0,149.0
716,Wolfenschiessen,2020.0,197.0,426.0,303.0,568.0,320.0,206.0
717,Glarus,38225.0,5472.0,11010.0,6720.0,8964.0,3780.0,2279.0
718,Glarus Nord,16591.0,2281.0,4698.0,2925.0,4116.0,1655.0,916.0
719,Glarus Süd,9664.0,1418.0,2936.0,1719.0,1988.0,885.0,718.0
720,Glarus,11970.0,1773.0,3376.0,2076.0,2860.0,1240.0,645.0
721,Zug,112324.0,15215.0,31958.0,19920.0,27564.0,12105.0,5562.0
722,Baar,21521.0,2988.0,6170.0,3579.0,5396.0,2350.0,1038.0
723,Cham,14628.0,1771.0,4044.0,2856.0,3760.0,1445.0,752.0
724,Hünenberg,8758.0,826.0,2314.0,1632.0,2456.0,1120.0,410.0
725,Menzingen,4053.0,437.0,1056.0,735.0,1020.0,510.0,295.0
726,Neuheim,1937.0,175.0,446.0,315.0,520.0,315.0,166.0
727,Oberägeri,5415.0,675.0,1470.0,870.0,1464.0,600.0,336.0
728,Risch,9352.0,931.0,2398.0,1731.0,2292.0,1195.0,805.0
729,Steinhausen,8974.0,1057.0,2582.0,1623.0,2424.0,1050.0,238.0
