,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1678,Novazzano,2366,293,686,582,568,180,57
1679,Riva San Vitale,2604,362,740,519,660,215,108
1680,Stabio,4578,535,1134,1023,1308,435,143
1681,Vacallo,3366,538,942,720,804,270,92
1682,Breggia,2034,304,604,411,500,160,55
1683,Biasca,6119,871,1692,1254,1480,630,192
1684,Claro,2873,306,686,573,836,330,142
1685,Cresciano,714,119,176,198,160,55,6
1686,Iragna,560,82,128,135,160,55,0
1687,Lodrino,1765,187,450,408,496,170,54
1688,Osogna,1055,140,224,222,300,100,69
1689,Bosco/Gurin,50,17,14,6,8,5,0
1690,Campo (Vallemaggia),55,21,16,12,0,0,6
1691,Cerentino,51,16,14,6,4,5,6
1692,Cevio,1135,217,306,228,240,120,24
1693,Linescio,45,14,12,9,0,10,0
1694,Maggia,2561,370,732,516,644,225,74
1695,Lavizzara,544,99,128,84,136,55,42
1696,Avegno Gordevio,1454,192,344,288,424,175,31
1697,Terre di Pedemonte,2553,327,732,480,720,240,54
1698,Centovalli,1146,208,364,213,244,80,37
1699,Gambarogno,5104,865,1530,1020,1116,470,103
1700,Aigle,9852,1563,2514,1887,2092,1030,766
1701,Bex,7439,1162,1948,1332,1628,805,564
1702,Chessel,384,32,90,84,108,40,30
1703,Corbeyrier,419,63,138,72,96,30,20
1704,Gryon,1328,271,414,228,260,95,60
1705,Lavey-Morcles,922,162,272,183,172,70,63
1706,Leysin,2698,637,684,441,652,200,84
1707,Noville,1044,82,226,195,304,110,127
1708,Ollon,6869,1050,1862,1257,1756,690,254
1709,Ormont-Dessous,1097,269,350,153,192,95,38
1710,Ormont-Dessus,1442,267,482,261,288,85,59
1711,Rennaz,850,98,214,165,208,90,75
1712,Roche (VD),1621,207,396,291,432,175,120
1713,Villeneuve (VD),5523,830,1452,1092,1228,590,331
1714,Yvorne,1038,154,304,210,256,55,59
1715,Apples,1379,148,342,225,384,170,110
1716,Aubonne,3262,455,796,612,820,365,214
1717,Ballens,508,57,138,102,144,35,32
1718,Berolle,302,25,60,54,80,50,33
1719,Bière,1544,227,366,324,404,160,63
1720,Bougy-Villars,472,55,134,81,104,65,33
1721,Féchy,889,84,198,174,292,105,36
1722,Gimel,1874,219,518,348,520,180,89
1723,Longirod,457,46,116,108,120,35,32
1724,Marchissy,427,50,102,51,148,45,31
1725,Mollens (VD),293,34,82,63,72,15,27
1726,Montherod,489,45,128,117,124,55,20
1727,Saint-George,977,109,236,195,280,95,62
1728,Saint-Livres,686,88,218,99,164,85,32
1729,Saint-Oyens,349,26,84,69,128,30,12
1730,Saubraz,418,26,66,87,128,70,41
1731,Avenches,4054,538,1038,810,980,375,313
1732,Cudrefin,1552,199,398,312,424,175,44
1733,Faoug,878,116,292,129,240,75,26
1734,Vully-les-Lacs,2920,383,922,510,640,275,190
1735,Bettens,579,51,118,111,180,70,49
1736,Bournens,372,33,96,45,132,60,6
1737,Boussens,979,61,200,201,352,105,60
1738,La Chaux (Cossonay),421,34,96,81,112,80,18
1739,Chavannes-le-Veyron,143,13,38,24,52,10,6
1740,Chevilly,295,29,78,48,120,20,0
1741,Cossonay,3642,487,880,651,1060,380,184
1742,Cottens (VD),483,36,114,93,160,40,40
1743,Cuarnens,481,37,142,93,116,45,48
1744,Daillens,955,95,260,210,292,65,33
1745,Dizy,222,15,48,42,68,25,24
1746,Eclépens,1035,99,290,255,256,105,30
1747,Ferreyres,314,19,84,54,76,55,26
1748,Gollion,900,115,266,207,212,70,30
1749,Grancy,408,42,94,78,112,70,12
1750,L'Isle,1029,130,278,174,248,115,84
1751,Lussery-Villars,460,57,124,114,124,35,6
1752,Mauraz,53,8,14,6,12,0,13
1753,Mex (VD),708,90,230,153,144,50,41
1754,Moiry,304,37,74,54,52,50,37
1755,Mont-la-Ville,400,39,114,63,120,40,24
1756,Montricher,963,108,250,192,244,115,54
1757,Orny,356,33,86,57,112,40,28
1758,Pampigny,1117,119,252,252,280,180,34
1759,Penthalaz,3210,436,928,690,856,180,120
1760,Penthaz,1697,169,430,333,608,145,12
1761,Pompaples,812,102,196,117,228,125,44
1762,La Sarraz,2562,358,594,525,688,270,127
1763,Senarclens,439,42,84,105,84,90,34
1764,Sévery,239,21,60,33,92,20,13
1765,Sullens,976,82,282,207,268,85,52
1766,Vufflens-la-Ville,1194,135,324,222,340,110,63
1767,Assens,1057,102,248,219,344,95,49
1768,Bercher,1136,122,298,201,312,145,58
1769,Bioley-Orjulaz,457,47,120,111,140,25,14
1770,Bottens,1245,104,324,246,400,145,26
1771,Bretigny-sur-Morrens,797,93,204,180,212,65,43
1772,Cugy (VD),2709,230,606,483,704,405,281
1773,Echallens,5640,658,1348,1134,1584,665,251
1774,Essertines-sur-Yverdon,943,89,244,162,316,100,32
1775,Etagnières,1118,126,280,180,392,95,45
1776,Fey,697,51,146,141,232,75,52
1777,Froideville,2460,240,624,504,712,285,95
1778,Morrens (VD),1075,78,282,207,288,115,105
1779,Oulens-sous-Echallens,558,45,146,111,156,75,25
1780,Pailly,529,43,118,90,176,60,42
1781,Penthéréaz,412,26,108,87,128,45,18
1782,Poliez-Pittet,830,75,164,135,252,105,99
1783,Rueyres,270,24,58,57,68,45,18
1784,Saint-Barthélemy (VD),726,63,180,138,228,85,32
1785,Villars-le-Terroir,1066,85,312,204,324,110,31
1786,Vuarrens,965,61,182,165,312,180,65
1787,Montilliez,1694,159,464,342,500,155,74
1788,Goumoëns,1009,77,220,198,348,110,56
1789,Bonvillars,493,46,154,66,140,80,7
1790,Bullet,626,109,208,102,132,35,40
1791,Champagne,1027,105,268,192,312,105,45
1792,Concise,954,137,306,168,260,65,18
1793,Corcelles-près-Concise,369,38,112,66,88,25,40
1794,Fiez,427,40,110,57,148,60,12
1795,Fontaines-sur-Grandson,200,15,50,51,36,25,23
1796,Giez,407,45,106,78,108,50,20
1797,Grandevent,232,13,66,48,56,25,24
1798,Grandson,3218,455,926,669,772,285,111
1799,Mauborget,123,22,44,12,20,25,0
1800,Mutrux,161,14,28,36,28,40,15
1801,Novalles,101,11,26,24,24,10,6
1802,Onnens (VD),496,44,138,90,140,60,24
1803,Provence,370,60,132,42,64,60,12
1804,Sainte-Croix,4765,1082,1350,744,892,405,292
1805,Tévenon,773,93,224,135,208,75,38
1806,Belmont-sur-Lausanne,3553,367,928,726,1052,375,105
1807,Cheseaux-sur-Lausanne,4330,538,1254,819,1216,380,123
1808,Crissier,7486,924,1776,1593,2012,775,406
1809,Epalinges,9236,1251,2292,1764,2556,1000,373
1810,Jouxtens-Mézery,1445,96,336,261,480,205,67
1811,Lausanne,134085,32074,36824,25212,24908,10195,4872
1812,Le Mont-sur-Lausanne,7731,707,2092,1524,2208,885,315
1813,Paudex,1476,241,444,321,356,80,34
1814,Prilly,12007,2627,3504,2295,2448,810,323
1815,Pully,17649,3153,5310,3441,3780,1460,505
1816,Renens (VD),20268,3383,5344,4134,4576,1780,1051
1817,Romanel-sur-Lausanne,3281,496,916,639,856,280,94
1818,Chexbres,2158,386,622,423,480,185,62
1819,Forel (Lavaux),2070,255,594,375,556,210,80
1820,Lutry,9628,1436,2730,1851,2428,880,303
1821,Puidoux,2860,342,756,600,748,285,129
1822,Rivaz,357,61,98,81,76,35,6
1823,Saint-Saphorin (Lavaux),392,62,114,54,96,35,31
1824,Savigny,3242,404,860,681,880,310,107
1825,Bourg-en-Lavaux,5252,701,1580,954,1384,445,188
1826,Aclens,517,44,118,81,144,65,65
1827,Bremblens,517,30,128,81,148,75,55
1828,Buchillon,618,48,196,117,148,55,54
1829,Bussigny,8233,1000,2176,1689,2072,850,446
1830,Bussy-Chardonney,370,35,80,84,84,75,12
1831,Chavannes-près-Renens,7491,1033,1920,1560,1792,765,421
1832,Chigny,341,22,72,75,124,30,18
1833,Clarmont,175,30,46,30,52,5,12
1834,Denens,764,55,184,138,268,65,54
1835,Denges,1625,217,378,357,420,170,83
1836,Echandens,2732,455,826,435,616,280,120
1837,Echichens,2532,219,592,462,724,365,170
1838,Ecublens (VD),11597,1672,3116,2331,2788,1135,555
1839,Etoy,2789,266,550,657,880,305,131
1840,Lavigny,947,74,226,165,320,120,42
1841,Lonay,2526,333,556,459,740,305,133
1842,Lully (VD),787,63,170,135,228,145,46
1843,Lussy-sur-Morges,629,45,150,138,188,90,18
1844,Morges,15557,2963,4402,3036,3244,1140,772
1845,Préverenges,5259,698,1436,1077,1368,470,210
1846,Reverolle,371,32,78,90,100,45,26
1847,Romanel-sur-Morges,478,35,110,147,108,30,48
1848,Saint-Prex,5655,763,1370,1224,1572,485,241
1849,Saint-Sulpice (VD),4019,767,1154,885,828,260,125
1850,Tolochenaz,1857,254,502,393,456,165,87
1851,Vaux-sur-Morges,199,10,40,24,48,35,42
1852,Villars-Sainte-Croix,844,58,218,189,212,85,82
1853,Villars-sous-Yens,592,59,150,93,224,50,16
1854,Vufflens-le-Château,843,63,190,138,284,130,38
1855,Vullierens,460,62,142,66,108,70,12
1856,Yens,1362,133,352,279,388,150,60
1857,Boulens,368,32,82,78,64,65,47
1858,Brenles,137,18,30,33,40,10,6
1859,Bussy-sur-Moudon,208,31,60,39,48,30,0
1860,Chavannes-sur-Moudon,222,28,48,39,44,45,18
1861,Chesalles-sur-Moudon,192,17,36,27,64,35,13
1862,Cremin,54,8,12,12,12,10,0
1863,Curtilles,309,39,88,57,84,35,6
1864,Dompierre (VD),242,27,64,63,40,30,18
1865,Forel-sur-Lucens,152,11,56,30,20,25,10
1866,Hermenches,362,34,82,81,108,45,12
1867,Lovatens,143,24,38,36,28,5,12
1868,Lucens,3409,490,812,663,788,395,261
1869,Moudon,5958,717,1328,1209,1512,680,512
1870,Ogens,295,25,80,36,72,45,37
1871,Prévonloup,166,26,56,18,32,25,9
1872,Rossenges,60,6,22,6,16,10,0
1873,Sarzens,82,6,26,15,20,15,0
1874,Syens,146,22,34,30,36,10,14
1875,Villars-le-Comte,143,13,38,39,24,10,19
1876,Vucherens,557,71,132,93,160,70,31
1877,Montanaire,2489,308,672,450,612,310,137
1878,Arnex-sur-Nyon,223,17,48,33,88,25,12
1879,Arzier-Le Muids,2604,204,680,474,868,295,83
1880,Bassins,1317,121,282,222,448,155,89
1881,Begnins,1843,250,510,321,504,205,53
1882,Bogis-Bossey,894,44,172,159,356,130,33
1883,Borex,1120,96,264,225,324,145,66
1884,Chavannes-de-Bogis,1290,86,264,312,412,180,36
1885,Chavannes-des-Bois,930,56,152,168,340,140,74
1886,Chéserex,1230,162,324,234,300,155,55
1887,Coinsins,491,55,132,96,144,20,44
1888,Commugny,2817,178,570,471,968,425,205
1889,Coppet,3132,328,680,636,936,390,162
1890,Crans-près-Céligny,2162,174,494,411,720,270,93
1891,Crassier,1184,93,238,228,396,150,79
1892,Duillier,1063,97,230,228,332,100,76
1893,Eysins,1518,140,354,369,452,145,58
1894,Founex,3682,293,686,702,1168,580,253
1895,Genolier,1909,110,414,357,532,305,191
1896,Gingins,1209,116,296,282,304,140,71
1897,Givrins,1015,73,274,189,280,160,39
1898,Gland,12931,1518,3246,2883,3728,1095,461
1899,Grens,380,21,88,57,132,75,7
1900,Mies,1942,174,370,330,612,260,196
1901,Nyon,20092,3361,5494,4179,4604,1655,799
1902,Prangins,4041,423,932,798,1144,485,259
1903,La Rippe,1158,115,192,240,356,145,110
1904,Saint-Cergue,2479,460,738,543,456,205,77
1905,Signy-Avenex,541,53,138,81,144,70,55
1906,Tannay,1548,96,356,285,496,240,75
1907,Trélex,1445,77,286,222,564,220,76
1908,Le Vaud,1263,93,280,255,412,160,63
1909,Vich,979,115,260,192,248,110,54
1910,L'Abergement,240,23,52,51,84,30,0
1911,Agiez,291,35,90,45,72,10,39
1912,Arnex-sur-Orbe,628,77,154,129,192,70,6
1913,Ballaigues,1073,135,268,201,264,160,45
1914,Baulmes,1048,138,284,228,240,115,43
1915,Bavois,940,101,218,189,288,100,44
1916,Bofflens,187,19,50,27,72,10,9
1917,Bretonnières,257,24,82,36,72,25,18
1918,Chavornay,4301,541,1060,870,1132,480,218
1919,Les Clées,176,17,48,33,44,10,24
1920,Corcelles-sur-Chavornay,342,42,80,66,84,45,25
1921,Croy,334,58,112,39,76,30,19
1922,Juriens,303,42,96,66,68,15,16
1923,Lignerolle,405,40,108,72,100,60,25
1924,Montcherand,471,47,120,90,172,30,12
1925,Orbe,6856,1022,1812,1344,1796,620,262
1926,La Praz,159,16,56,27,40,20,0
1927,Premier,196,25,72,30,44,25,0
1928,Rances,472,40,142,66,144,65,15
1929,Romainmôtier-Envy,545,82,156,84,160,50,13
1930,Sergey,141,9,36,33,20,35,8
1931,Valeyres-sous-Rances,625,52,150,108,224,55,36
1932,Vallorbe,3718,616,1046,651,836,395,174
1933,Vaulion,492,66,138,87,104,60,37
1934,Vuiteboeuf,561,58,110,120,132,85,56
1935,Corcelles-le-Jorat,424,57,114,81,112,30,30
1936,Essertes,335,34,100,66,84,45,6
1937,Maracon,449,54,114,69,140,35,37
1938,Montpreveyres,618,63,138,69,244,50,54
1939,Ropraz,437,38,138,63,112,60,26
1940,Servion,1914,201,476,357,588,205,87
1941,Vulliens,461,52,138,69,124,65,13
1942,Jorat-Menthue,1541,159,440,273,444,175,50
1943,Oron,5356,687,1392,1017,1360,540,360
1944,Jorat-Mézières,2798,349,678,507,740,340,184
1945,Champtauroz,130,11,36,12,36,15,20
1946,Chevroux,446,58,100,78,116,70,24
1947,Corcelles-près-Payerne,2362,269,546,417,596,345,189
1948,Grandcour,888,112,220,153,204,125,74
1949,Henniez,332,43,114,72,68,15,20
1950,Missy,359,38,92,87,100,30,12
1951,Payerne,9418,1474,2334,1770,2380,930,530
1952,Trey,260,26,70,18,80,35,31
1953,Treytorrens (Payerne),127,10,34,30,32,15,6
1954,Villarzel,422,55,130,81,108,30,18
1955,Valbroye,2929,320,708,576,712,415,198
1956,Château-d'Oex,3392,616,910,624,680,375,187
1957,Rossinière,518,63,138,117,100,50,50
1958,Rougemont,891,184,286,180,128,75,38
1959,Allaman,428,43,106,93,104,40,42
1960,Bursinel,483,30,114,96,132,60,51
1961,Bursins,765,92,178,150,244,70,31
1962,Burtigny,335,36,80,45,72,55,47
1963,Dully,636,53,156,99,164,105,59
1964,Essertines-sur-Rolle,695,59,160,108,180,120,68
1965,Gilly,1234,143,298,240,412,110,31
1966,Luins,624,72,160,129,152,80,31
1967,Mont-sur-Rolle,2630,270,556,471,828,340,165
1968,Perroy,1457,168,384,276,380,205,44
1969,Rolle,5752,789,1476,1209,1544,490,244
1970,Tartegnin,236,23,64,45,60,20,24
1971,Vinzel,352,38,58,81,136,15,24
1972,L'Abbaye,1466,271,448,237,304,140,66
1973,Le Chenit,4627,824,1342,855,1008,395,203
1974,Le Lieu,868,164,248,156,220,55,25
1975,Blonay,6007,720,1650,1044,1808,635,150
1976,Chardonne,2775,446,878,570,536,260,85
1977,Corseaux,2177,358,756,363,492,150,58
1978,Corsier-sur-Vevey,3393,596,982,573,744,315,183
1979,Jongny,1472,169,476,264,340,175,48
1980,Montreux,24068,5310,7350,4353,4352,1760,943
1981,Saint-Légier-La Chiésaz,5005,484,1242,921,1476,695,187
1982,La Tour-de-Peilz,11579,2273,3316,2076,2600,955,359
1983,Vevey,19467,4022,5116,3843,3992,1415,1079
1984,Veytaux,873,239,276,138,128,60,32
1985,Belmont-sur-Yverdon,368,30,76,90,124,30,18
1986,Bioley-Magnoux,230,18,70,54,40,35,13
1987,Chamblon,547,67,150,108,184,25,13
1988,Champvent,649,47,156,147,200,75,24
1989,Chavannes-le-Chêne,300,48,76,39,80,45,12
1990,Chêne-Pâquier,139,13,24,15,52,10,25
1991,Cheseaux-Noréaz,666,42,178,120,220,55,51
1992,Cronay,375,37,132,60,96,50,0
1993,Cuarny,238,21,50,54,68,20,25
1994,Démoret,126,13,56,27,20,10,0
1995,Donneloye,782,80,212,147,208,85,50
1996,Ependes (VD),351,37,88,81,92,35,18
1997,Essert-Pittet,170,18,44,36,24,30,18
1998,Mathod,610,41,98,117,164,85,105
1999,Molondin,218,14,60,54,52,25,13
2000,Montagny-près-Yverdon,728,58,158,126,204,100,82
2001,Oppens,186,19,38,45,32,25,27
2002,Orges,291,42,66,60,88,35,0
2003,Orzens,200,26,66,42,36,30,0
2004,Pomy,760,59,170,135,308,70,18
2005,Rovray,170,22,44,30,28,40,6
2006,Suchy,606,46,148,114,188,80,30
2007,Suscévaz,196,22,60,33,32,30,19
2008,Treycovagnes,445,43,124,81,136,55,6
2009,Ursins,210,26,68,48,48,20,0
2010,Valeyres-sous-Montagny,692,71,190,96,176,95,64
2011,Valeyres-sous-Ursins,247,20,60,30,80,45,12
2012,Villars-Epeney,104,2,20,33,28,15,6
2013,Vugelles-La Mothe,132,11,24,33,20,20,24
2014,Yverdon-les-Bains,29587,5035,7580,5589,6428,3080,1875
2015,Yvonand,3202,436,840,588,824,320,194
2016,Brig-Glis,12723,1998,3630,2229,3124,1215,527
2017,Eggerberg,340,47,106,75,60,40,12
2018,Naters,9821,1455,3140,1698,2164,1000,364
2019,Ried-Brig,2064,218,544,375,596,275,56
2020,Simplon,309,38,80,45,76,70,0
2021,Termen,887,93,212,165,248,130,39
2022,Zwischbergen,77,24,20,21,12,0,0
2023,Ardon,3009,321,744,609,836,355,144
2024,Chamoson,3658,561,1076,681,832,315,193
2025,Conthey,8537,1137,2460,1665,2052,780,443
2026,Nendaz,6178,905,1748,1170,1492,540,323
2027,Vétroz,6090,627,1438,1185,1672,810,358
2028,Bagnes,7996,1492,2280,1458,1708,745,313
2029,Bourg-Saint-Pierre,160,29,50,24,24,15,18
2030,Liddes,750,111,196,135,144,120,44
2031,Orsières,3215,468,802,537,724,450,234
2032,Sembrancher,1000,187,250,195,208,80,80
2033,Vollèges,1930,237,460,315,504,335,79
2034,Bellwald,389,66,124,60,88,45,6
2035,Binn,143,26,40,6,40,25,6
2036,Blitzingen,72,20,36,12,4,0,0
2037,Ernen,503,103,168,75,92,50,15
2038,Fiesch,890,176,286,180,152,90,6
2039,Fieschertal,319,46,84,48,84,45,12
2040,Lax,294,51,104,24,56,45,14
2041,Niederwald,45,8,10,6,16,5,0
2042,Grafschaft,206,23,84,39,44,10,6
2043,Münster-Geschinen,437,98,130,60,92,45,12
2044,Reckingen-Gluringen,424,73,154,57,72,40,28
2045,Obergoms,641,121,188,102,148,50,32
2046,Les Agettes,331,75,102,54,40,40,20
2047,Ayent,3877,625,1168,720,860,390,114
2048,Evolène,1687,331,528,282,396,125,25
2049,Hérémence,1338,235,526,189,244,105,39
2050,Saint-Martin (VS),809,141,278,99,168,95,28
2051,Vex,1791,290,510,306,432,165,88
2052,Mont-Noble,1030,241,398,159,148,65,19
2053,Agarn,750,81,188,129,244,70,38
2054,Albinen,241,47,90,33,40,25,6
2055,Ergisch,183,33,60,15,52,10,13
2056,Inden,110,28,42,15,20,5,0
2057,Leuk,3881,552,1224,699,852,420,134
2058,Leukerbad,1425,362,402,282,256,90,33
2059,Oberems,122,23,28,15,36,20,0
2060,Salgesch,1456,205,380,273,332,165,101
2061,Varen,610,105,194,123,128,40,20
2062,Guttet-Feschel,420,72,132,69,76,65,6
2063,Gampel-Bratsch,1939,284,620,360,432,200,43
2064,Turtmann-Unterems,1095,128,284,210,264,145,64
2065,Bovernier,874,130,260,162,184,120,18
2066,Charrat,1720,197,408,375,488,205,47
2067,Fully,8513,1135,2084,1710,2236,980,368
2068,Isérables,830,179,218,162,156,75,40
2069,Leytron,3102,475,1036,618,656,235,82
2070,Martigny,17588,3024,4868,3390,3804,1675,827
2071,Martigny-Combe,2294,444,620,390,532,220,88
2072,Riddes,2938,385,882,546,664,270,191
2073,Saillon,2521,350,666,414,708,300,83
2074,Saxon,5602,773,1450,1107,1456,505,311
2075,Trient,161,29,38,24,32,20,18
2076,Champéry,1320,212,414,264,216,110,104
2077,Collombey-Muraz,8780,1005,2054,1791,2532,945,453
2078,Monthey,17374,2130,4080,3567,3920,2015,1662
2079,Port-Valais,3462,449,956,663,796,360,238
2080,Saint-Gingolph,865,163,274,144,180,85,19
2081,Troistorrents,4523,603,1258,876,1064,465,257
2082,Val-d'Illiez,1893,288,604,339,392,140,130
2083,Vionnaz,2572,369,736,480,628,275,84
2084,Vouvry,4013,506,964,843,980,350,370
2085,Bister,30,6,6,9,4,5,0
2086,Bitsch,928,107,214,201,280,120,6
2087,Grengiols,432,54,102,81,88,75,32
2088,Riederalp,488,76,156,69,132,55,0
2089,Ausserberg,621,81,170,90,152,100,28
2090,Blatten,291,38,80,63,72,25,13
2091,Bürchen,721,101,244,126,176,50,24
2092,Eischoll,441,62,146,66,144,10,13
2093,Ferden,247,50,58,42,72,25,0
2094,Kippel,336,48,104,36,88,60,0
2095,Niedergesteln,690,69,234,111,212,45,19
2096,Raron,1907,212,518,309,496,245,127
2097,Unterbäch,406,60,142,60,96,35,13
2098,Wiler (Lötschen),568,70,130,81,152,110,25
2099,Mörel-Filet,677,111,208,123,148,65,22
2100,Steg-Hohtenn,1541,243,506,324,308,110,50
2101,Bettmeralp,442,95,130,84,100,20,13
2102,Collonges,740,163,212,102,176,75,12
2103,Dorénaz,899,115,246,180,216,100,42
2104,Evionnaz,1179,151,324,228,272,130,74
2105,Finhaut,407,127,102,66,56,50,6
2106,Massongex,1800,239,406,366,488,190,111
2107,Saint-Maurice,4409,482,992,702,1132,515,586
2108,Salvan,1364,250,440,219,308,110,37
2109,Vernayaz,1862,261,474,384,508,160,75
2110,Vérossaz,733,80,208,129,184,85,47
2111,Chalais,3419,484,922,621,892,400,100
2112,Chermignon,3078,529,866,573,728,325,57
2113,Chippis,1597,208,406,342,432,160,49
2114,Grône,2407,328,654,510,600,150,165
2115,Icogne,566,80,186,81,144,45,30
2116,Lens,3992,686,1304,672,788,355,187
2117,Miège,1344,154,326,231,336,255,42
2118,Mollens (VS),949,159,274,156,216,105,39
2119,Montana,2343,486,690,459,476,150,82
2120,Randogne,2959,665,952,519,504,185,134
2121,Saint-Léonard,2240,237,564,492,600,255,92
2122,Sierre,16558,2763,4592,3252,3636,1545,770
2123,Venthône,1237,167,324,210,320,155,61
2124,Veyras,1780,250,468,351,464,210,37
2125,Anniviers,2708,544,814,492,520,260,78
2126,Arbaz,1207,176,390,183,296,125,37
2127,Grimisuat,3239,368,784,561,972,430,124
2128,Savièse,7465,1034,2226,1380,1840,745,240
2129,Sion,33174,5900,8874,6366,7400,3095,1539
2130,Veysonnaz,587,103,198,90,132,50,14
2131,Baltschieder,1306,109,310,240,432,190,25
2132,Eisten,198,35,60,15,56,20,12
2133,Embd,279,33,76,66,84,20,0
2134,Grächen,1306,214,344,297,264,145,42
2135,Lalden,658,61,164,123,196,95,19
2136,Randa,442,56,110,84,120,60,12
2137,Saas-Almagell,386,64,80,57,128,45,12
2138,Saas-Balen,362,52,92,75,128,15,0
2139,Saas-Fee,1611,366,440,282,384,120,19
2140,Saas-Grund,1011,142,286,186,336,35,26
2141,St. Niklaus,2234,258,572,387,616,310,91
2142,Stalden (VS),1103,159,348,177,300,65,54
2143,Staldenried,556,58,148,96,148,85,21
2144,Täsch,1231,181,254,291,376,90,39
2145,Törbel,469,65,132,75,120,65,12
2146,Visp,7565,1141,2252,1365,1800,705,302
2147,Visperterminen,1362,148,386,222,388,190,28
2148,Zeneggen,280,42,64,36,88,30,20
2149,Zermatt,5703,1208,1432,990,1380,425,268
2150,Bevaix,3784,497,1088,759,1104,250,86
2151,Boudry,5724,962,1532,1146,1416,440,228
2152,Corcelles-Cormondrèche,4692,632,1278,828,1300,445,209
2153,Cortaillod,4720,748,1386,807,1308,355,116
2154,Fresens,239,25,64,39,52,35,24
2155,Gorgier,1995,263,636,342,496,175,83
2156,Montalchez,239,21,56,33,64,40,25
2157,Peseux,5818,1104,1478,1104,1460,515,157
2158,Rochefort,1235,166,378,177,324,140,50
2159,Saint-Aubin-Sauges,2424,419,718,477,564,215,31
2160,Vaumarcus,273,35,82,48,72,30,6
2161,Milvignes,8896,1292,2680,1572,2304,775,273
2162,La Chaux-de-Fonds,38248,7736,10296,7266,8500,3085,1365
2163,Les Planchettes,200,22,80,24,24,30,20
2164,La Sagne,942,143,270,162,228,70,69
2165,Les Brenets,1028,162,338,186,204,125,13
2166,La Brévine,627,97,196,93,132,85,24
2167,Brot-Plamboz,268,25,72,54,60,20,37
2168,Le Cerneux-Péquignot,324,38,86,36,76,70,18
2169,La Chaux-du-Milieu,493,41,132,72,108,95,45
2170,Le Locle,10224,1976,2882,1809,2288,895,374
2171,Les Ponts-de-Martel,1282,153,366,207,276,205,75
2172,Cornaux,1582,218,480,333,404,110,37
2173,Cressier (NE),1895,231,468,450,576,130,40
2174,Enges,274,33,96,39,84,10,12
2175,Hauterive (NE),2608,498,822,459,548,245,36
2176,Le Landeron,4508,685,1244,864,1124,375,216
2177,Lignières,961,130,230,159,292,125,25
2178,Neuchâtel,32645,7365,9672,5814,6248,2485,1061
2179,Saint-Blaise,3205,483,966,594,732,335,95
2180,La Tène,4908,664,1252,957,1240,560,235
2181,Valangin,503,50,104,105,140,50,54
2182,Val-de-Ruz,16648,2108,4398,2940,4792,1745,665
2183,La Côte-aux-Fées,445,92,126,66,64,60,37
2184,Les Verrières,697,136,188,93,136,75,69
2185,Val-de-Travers,10688,1977,3198,1854,2268,965,426
2186,Aire-la-Ville,1150,65,216,249,396,145,79
2187,Anières,2297,143,380,444,600,340,390
2188,Avully,1737,167,362,381,424,220,183
2189,Avusy,1388,95,290,267,432,175,129
2190,Bardonnex,2198,192,480,402,552,265,307
2191,Bellevue,3146,224,526,693,816,465,422
2192,Bernex,9639,953,2188,1905,2436,1205,952
2193,Carouge (GE),20788,3715,4570,4269,4560,1955,1719
2194,Cartigny,870,68,194,153,260,115,80
2195,Céligny,739,66,156,123,200,115,79
2196,Chancy,1620,109,238,261,496,160,356
2197,Chêne-Bougeries,10905,1430,2338,1854,2636,1365,1282
2198,Chêne-Bourg,8402,1198,1850,1728,1864,930,832
2199,Choulex,1098,112,228,198,284,125,151
2200,Collex-Bossy,1635,110,310,312,448,230,225
2201,Collonge-Bellerive,7913,539,1436,1356,2136,1295,1151
2202,Cologny,5282,512,1146,999,1236,670,719
2203,Confignon,4509,348,854,789,1324,650,544
2204,Corsier (GE),1992,142,364,420,516,255,295
2205,Dardagny,1680,156,292,333,396,270,233
2206,Genève,186232,42234,44138,35859,34652,15825,13524
2207,Genthod,2622,159,524,462,728,445,304
2208,Le Grand-Saconnex,11433,1296,2234,2256,2916,1525,1206
2209,Gy,475,36,76,114,64,95,90
2210,Hermance,962,71,166,168,256,125,176
2211,Jussy,1250,95,230,228,308,135,254
2212,Laconnex,642,40,148,96,176,75,107
2213,Lancy,30961,4146,6420,6153,7608,3475,3159
2214,Meinier,2109,218,456,324,476,325,310
2215,Meyrin,22137,2772,4612,4185,4888,2665,3015
2216,Onex,18345,2637,3982,3417,3972,2240,2097
2217,Perly-Certoux,2973,304,660,597,700,315,397
2218,Plan-les-Ouates,10355,724,1778,1914,3076,1620,1243
2219,Pregny-Chambésy,3411,267,574,678,980,480,432
2220,Presinge,569,48,106,99,152,85,79
2221,Puplinge,2325,256,594,498,556,210,211
2222,Russin,528,49,108,78,152,55,86
2223,Satigny,3962,297,636,633,1092,525,779
2224,Soral,708,50,128,129,196,105,100
2225,Thônex,13640,1881,2904,2469,3176,1660,1550
2226,Troinex,2239,175,428,450,580,295,311
2227,Vandoeuvres,2446,165,398,417,608,470,388
2228,Vernier,33501,4150,6738,6447,7612,4080,4474
2229,Versoix,12374,1315,2366,2457,3096,1615,1525
2230,Veyrier,10971,804,1828,1839,3304,1760,1436
2231,Boécourt,914,118,224,186,200,145,41
2232,Bourrignon,266,26,78,63,52,35,12
2233,Châtillon (JU),481,37,114,78,120,60,72
