,Commune,Total,1HH,2HH,3HH,4HH,5HH,6HH
1688,Blenio,1687,228,360,357,380,200,162
1689,Serravalle,2050,295,502,444,572,180,57
1690,Airolo,1531,278,430,294,336,130,63
1691,Bedretto,82,17,32,21,12,0,0
1692,Bodio,938,166,278,198,176,50,70
1693,Dalpe,191,24,40,33,40,35,19
1694,Faido,2888,534,828,624,604,205,93
1695,Giornico,865,145,246,138,192,125,19
1696,Personico,324,51,74,57,88,40,14
1697,Pollegio,752,132,176,174,176,45,49
1698,Prato (Leventina),396,72,96,72,92,40,24
1699,Quinto,978,151,292,165,192,120,58
1700,Sobrio,76,14,22,15,12,5,8
1701,Ascona,5339,1276,1720,1008,984,250,101
1702,Brione (Verzasca),190,30,62,39,32,15,12
1703,Brione sopra Minusio,521,103,180,105,96,30,7
1704,Brissago,1732,384,628,309,296,95,20
1705,Corippo,12,10,2,0,0,0,0
1706,Frasco,106,27,28,15,20,10,6
1707,Gordola,4434,609,1242,966,1196,335,86
1708,Gresso,41,8,10,15,8,0,0
1709,Lavertezzo,1208,166,288,267,324,95,68
1710,Locarno,15383,3205,4442,3258,3040,1105,333
1711,Losone,6432,1028,1888,1440,1520,455,101
1712,Mergoscia,217,43,78,21,48,20,7
1713,Minusio,7095,1559,2244,1374,1440,390,88
1714,Mosogno,50,10,14,12,4,10,0
1715,Muralto,2666,758,864,441,416,145,42
1716,Orselina,734,198,296,69,132,20,19
1717,Ronco sopra Ascona,633,158,234,99,92,35,15
1718,Sonogno,92,18,22,6,24,10,12
1719,Tenero-Contra,2723,463,764,492,664,280,60
1720,Vergeletto,55,19,30,6,0,0,0
1721,Vogorno,267,49,88,54,48,10,18
1722,Onsernone,247,41,90,57,28,25,6
1723,Isorno,319,70,106,42,64,15,22
1724,Cugnasco-Gerra,2889,341,696,672,868,245,67
1725,Agno,4262,747,1282,843,924,320,146
1726,Aranno,325,43,68,63,120,25,6
1727,Arogno,949,148,250,165,232,115,39
1728,Astano,292,54,94,69,60,15,0
1729,Bedano,1523,143,366,330,488,145,51
1730,Bedigliora,628,79,168,93,184,85,19
1731,Bioggio,2501,380,668,543,612,215,83
1732,Bissone,870,189,266,195,156,45,19
1733,Brusino Arsizio,468,80,152,108,108,20,0
1734,Cademario,733,125,196,135,224,40,13
1735,Cadempino,1504,162,340,363,424,175,40
1736,Canobbio,2041,323,548,411,540,180,39
1737,Caslano,4215,643,1194,792,1024,390,172
1738,Comano,2040,253,512,372,640,190,73
1739,Croglio,871,156,236,183,204,80,12
1740,Cureglia,1296,161,334,303,332,125,41
1741,Curio,542,74,140,96,140,65,27
1742,Grancia,502,62,130,123,116,50,21
1743,Gravesano,1243,143,354,282,392,60,12
1744,Lamone,1758,272,422,399,460,150,55
1745,Lugano,61288,12836,17022,12642,12480,4380,1928
1746,Magliaso,1468,181,410,330,348,145,54
1747,Manno,1262,120,366,327,292,110,47
1748,Maroggia,597,125,192,117,120,25,18
1749,Massagno,6015,1324,1716,1176,1144,430,225
1750,Melano,1384,217,382,309,324,115,37
1751,Melide,1717,373,480,363,304,140,57
1752,Mezzovico-Vira,1288,128,306,276,432,80,66
1753,Miglieglia,286,49,86,33,80,25,13
1754,Monteggio,882,163,220,204,188,40,67
1755,Morcote,698,178,242,153,84,15,26
1756,Muzzano,843,84,170,150,200,140,99
1757,Neggio,334,47,78,60,96,35,18
1758,Novaggio,801,118,194,174,192,80,43
1759,Origlio,1434,164,288,300,428,200,54
1760,Paradiso,3742,1013,1112,675,576,250,116
1761,Ponte Capriasca,1792,206,390,414,480,245,57
1762,Ponte Tresa,785,196,246,162,136,45,0
1763,Porza,1594,217,410,351,444,135,37
1764,Pura,1408,159,364,288,424,130,43
1765,Rovio,792,126,210,219,192,30,15
1766,Savosa,2097,326,572,447,500,170,82
1767,Sessa,679,113,190,114,168,75,19
1768,Sorengo,1569,248,400,252,400,165,104
1769,Capriasca,6349,815,1690,1263,1568,690,323
1770,Torricella-Taverne,3029,293,752,771,824,260,129
1771,Vernate,582,93,164,132,136,45,12
1772,Vezia,1948,270,490,420,488,200,80
1773,Vico Morcote,376,66,106,87,68,25,24
1774,Collina d'Oro,4494,613,1154,966,1152,430,179
1775,Alto Malcantone,1367,195,362,228,356,130,96
1776,Monteceneri,4464,834,1056,963,1080,415,116
1777,Balerna,3298,607,930,759,668,270,64
1778,Castel San Pietro,2048,279,582,435,524,170,58
1779,Chiasso,7776,1931,2326,1503,1308,520,188
1780,Coldrerio,2725,406,726,615,696,205,77
1781,Mendrisio,14545,2376,4112,3168,3272,1195,422
1782,Morbio Inferiore,4589,613,1314,1020,1112,410,120
1783,Novazzano,2370,292,646,636,556,200,40
1784,Riva San Vitale,2546,334,764,510,700,200,38
1785,Stabio,4428,505,1070,972,1268,465,148
1786,Vacallo,3233,506,938,687,776,235,91
1787,Breggia,1952,273,574,381,496,180,48
1788,Biasca,6101,776,1642,1383,1404,655,241
1789,Claro,2704,277,604,579,832,310,102
1790,Cresciano,655,104,186,156,164,45,0
1791,Iragna,552,77,130,114,172,45,14
1792,Lodrino,1729,183,454,384,508,165,35
1793,Osogna,1030,125,226,216,292,115,56
1794,Bosco/Gurin,55,13,18,9,4,5,6
1795,Campo (Vallemaggia),51,17,18,9,0,0,7
1796,Cerentino,61,13,18,9,0,15,6
1797,Cevio,1134,211,310,216,248,130,19
1798,Linescio,51,15,14,9,8,5,0
1799,Maggia,2508,335,670,510,660,245,88
1800,Lavizzara,555,89,158,84,112,70,42
1801,Avegno Gordevio,1438,166,340,282,428,130,92
1802,Terre di Pedemonte,2592,312,696,513,772,230,69
1803,Centovalli,1146,216,338,249,228,70,45
1804,Gambarogno,5027,801,1528,972,1168,415,143
1805,Aigle,9776,1504,2532,1866,2140,1100,634
1806,Bex,6697,1049,1734,1266,1440,635,573
1807,Chessel,344,22,80,51,96,50,45
1808,Corbeyrier,392,55,122,81,92,35,7
1809,Gryon,1238,241,352,213,272,100,60
1810,Lavey-Morcles,871,166,260,141,176,70,58
1811,Leysin,2594,558,686,393,672,205,80
1812,Noville,906,91,208,150,276,90,91
1813,Ollon,6590,959,1768,1182,1756,660,265
1814,Ormont-Dessous,1038,237,328,144,196,80,53
1815,Ormont-Dessus,1442,283,502,261,272,80,44
1816,Rennaz,764,94,210,165,188,65,42
1817,Roche (VD),1433,183,364,306,364,125,91
1818,Villeneuve (VD),5108,796,1304,1008,1196,540,264
1819,Yvorne,1015,133,302,237,252,55,36
1820,Apples,1272,114,302,228,352,140,136
1821,Aubonne,3053,416,764,573,768,335,197
1822,Ballens,483,54,132,87,160,30,20
1823,Berolle,297,26,58,36,84,75,18
1824,Bière,1481,212,370,258,404,155,82
1825,Bougy-Villars,422,60,128,66,104,40,24
1826,Féchy,852,83,202,144,272,85,66
1827,Gimel,1800,206,452,369,472,210,91
1828,Longirod,424,47,104,105,108,30,30
1829,Marchissy,443,48,110,72,152,55,6
1830,Mollens (VD),291,40,84,51,56,30,30
1831,Montherod,477,55,108,105,136,60,13
1832,Saint-George,944,106,210,177,232,150,69
1833,Saint-Livres,695,85,158,144,196,80,32
1834,Saint-Oyens,310,30,86,54,92,35,13
1835,Saubraz,366,27,58,45,108,50,78
1836,Avenches,3727,516,942,813,888,400,168
1837,Cudrefin,1422,144,398,285,372,160,63
1838,Faoug,793,111,240,126,228,70,18
1839,Vully-les-Lacs,2625,333,852,471,564,255,150
1840,Bettens,433,42,90,99,116,55,31
1841,Bournens,334,33,98,54,104,45,0
1842,Boussens,913,61,212,177,296,120,47
1843,La Chaux (Cossonay),425,31,88,78,140,70,18
1844,Chavannes-le-Veyron,129,11,28,36,24,30,0
1845,Chevilly,248,27,60,45,100,10,6
1846,Cossonay,3534,423,810,654,972,470,205
1847,Cottens (VD),459,33,120,78,168,35,25
1848,Cuarnens,407,39,100,81,116,40,31
1849,Daillens,916,90,242,168,280,90,46
1850,Dizy,221,15,48,54,64,15,25
1851,Eclépens,1017,93,258,249,284,115,18
1852,Ferreyres,302,18,70,54,100,35,25
1853,Gollion,788,91,212,156,204,100,25
1854,Grancy,405,38,110,63,108,60,26
1855,L'Isle,1010,130,270,189,236,105,80
1856,Lussery-Villars,395,51,114,96,104,30,0
1857,Mauraz,52,10,12,12,12,0,6
1858,Mex (VD),648,82,202,123,164,40,37
1859,Moiry,260,30,58,63,52,45,12
1860,Mont-la-Ville,344,26,116,57,84,55,6
1861,Montricher,884,105,228,171,212,105,63
1862,Orny,340,34,82,63,104,45,12
1863,Pampigny,1103,105,254,231,284,135,94
1864,Penthalaz,2974,422,886,624,800,180,62
1865,Penthaz,1671,146,434,342,528,180,41
1866,Pompaples,758,104,184,132,200,95,43
1867,La Sarraz,2386,317,612,516,592,265,84
1868,Senarclens,419,36,98,78,120,75,12
1869,Sévery,209,21,56,27,80,25,0
1870,Sullens,893,76,268,174,232,100,43
1871,Vufflens-la-Ville,1206,131,310,189,412,110,54
1872,Assens,1026,100,248,186,312,125,55
1873,Bercher,1129,113,274,249,328,115,50
1874,Bioley-Orjulaz,435,48,118,96,140,25,8
1875,Bottens,1228,95,310,291,368,140,24
1876,Bretigny-sur-Morrens,728,94,186,156,172,90,30
1877,Cugy (VD),2675,229,538,483,700,365,360
1878,Echallens,5333,549,1308,1014,1628,630,204
1879,Essertines-sur-Yverdon,901,74,244,183,272,110,18
1880,Etagnières,1072,103,260,213,396,75,25
1881,Fey,607,49,160,132,172,75,19
1882,Froideville,2109,166,552,408,628,245,110
1883,Morrens (VD),978,83,254,171,280,120,70
1884,Oulens-sous-Echallens,544,38,136,99,176,70,25
1885,Pailly,508,44,114,66,160,60,64
1886,Penthéréaz,375,30,104,69,116,35,21
1887,Poliez-Pittet,742,67,146,159,236,90,44
1888,Rueyres,253,23,50,45,68,55,12
1889,Saint-Barthélemy (VD),717,60,178,108,244,90,37
1890,Villars-le-Terroir,891,80,230,156,256,80,89
1891,Vuarrens,894,57,182,132,304,150,69
1892,Montilliez,1589,153,412,279,496,170,79
1893,Goumoëns,905,77,200,180,280,115,53
1894,Bonvillars,511,46,126,87,144,70,38
1895,Bullet,601,93,220,84,128,55,21
1896,Champagne,1000,104,234,180,304,100,78
1897,Concise,944,120,268,144,292,75,45
1898,Corcelles-près-Concise,296,34,80,66,72,25,19
1899,Fiez,412,39,98,72,140,45,18
1900,Fontaines-sur-Grandson,154,17,40,27,28,30,12
1901,Giez,391,39,102,66,112,60,12
1902,Grandevent,226,15,66,45,60,15,25
1903,Grandson,3132,439,852,621,860,285,75
1904,Mauborget,110,24,40,6,20,20,0
1905,Mutrux,137,19,26,15,32,35,10
1906,Novalles,105,10,24,30,12,10,19
1907,Onnens (VD),505,44,108,99,156,80,18
1908,Provence,340,36,118,48,72,60,6
1909,Sainte-Croix,4661,995,1398,696,892,375,305
1910,Tévenon,723,85,216,141,192,60,29
1911,Belmont-sur-Lausanne,3528,336,914,741,1016,390,131
1912,Cheseaux-sur-Lausanne,4025,506,1080,780,1176,355,128
1913,Crissier,7154,818,1712,1482,1996,725,421
1914,Epalinges,8882,1165,2282,1581,2508,945,401
1915,Jouxtens-Mézery,1361,96,304,276,440,190,55
1916,Lausanne,129082,31687,35282,23667,23800,9960,4686
1917,Le Mont-sur-Lausanne,6575,655,1702,1296,1820,780,322
1918,Paudex,1421,251,390,282,360,100,38
1919,Prilly,11760,2558,3462,2262,2340,860,278
1920,Pully,17108,3101,5138,3228,3828,1415,398
1921,Renens (VD),20111,3231,5108,4041,4492,2045,1194
1922,Romanel-sur-Lausanne,3257,467,980,588,924,225,73
1923,Chexbres,2030,402,568,366,448,195,51
1924,Forel (Lavaux),2033,220,558,414,548,210,83
1925,Lutry,9270,1342,2616,1848,2256,920,288
1926,Puidoux,2808,321,760,537,700,320,170
1927,Rivaz,348,54,98,54,96,40,6
1928,Saint-Saphorin (Lavaux),364,67,82,54,80,25,56
1929,Savigny,3296,369,872,768,824,305,158
1930,Bourg-en-Lavaux,5024,667,1482,882,1308,480,205
1931,Aclens,526,45,98,96,144,45,98
1932,Bremblens,486,32,104,72,192,40,46
1933,Buchillon,641,34,182,111,188,65,61
1934,Bussigny-près-Lausanne,8142,963,2136,1851,2160,690,342
1935,Bussy-Chardonney,380,34,86,39,108,70,43
1936,Chavannes-près-Renens,7101,987,1818,1485,1628,795,388
1937,Chigny,335,18,82,69,116,35,15
1938,Clarmont,148,28,30,42,36,0,12
1939,Denens,672,57,172,108,204,70,61
1940,Denges,1621,211,398,321,440,175,76
1941,Echandens,2210,221,700,345,580,270,94
1942,Echichens,2449,219,614,459,680,380,97
1943,Ecublens (VD),11607,2019,3008,2313,2768,1065,434
1944,Etoy,2722,253,476,582,948,295,168
1945,Lavigny,848,72,180,162,268,105,61
1946,Lonay,2485,307,570,450,720,285,153
1947,Lully (VD),756,61,146,132,240,115,62
1948,Lussy-sur-Morges,616,43,134,141,172,120,6
1949,Morges,14968,2809,4330,2859,3048,1215,707
1950,Préverenges,5164,664,1416,1044,1304,450,286
1951,Reverolle,344,29,64,75,116,40,20
1952,Romanel-sur-Morges,462,33,128,108,100,60,33
1953,Saint-Prex,5360,730,1384,1128,1408,495,215
1954,Saint-Sulpice (VD),3241,556,980,675,716,225,89
1955,Tolochenaz,1783,238,488,336,472,185,64
1956,Vaux-sur-Morges,179,7,46,27,48,25,26
1957,Villars-Sainte-Croix,670,47,168,144,196,75,40
1958,Villars-sous-Yens,556,53,116,117,188,45,37
1959,Vufflens-le-Château,818,57,164,117,308,115,57
1960,Vullierens,437,63,128,54,140,40,12
1961,Yens,1245,132,326,213,356,170,48
1962,Boulens,313,22,76,54,72,35,54
1963,Brenles,143,12,40,15,44,20,12
1964,Bussy-sur-Moudon,184,25,58,42,44,15,0
1965,Chavannes-sur-Moudon,237,22,56,42,48,35,34
1966,Chesalles-sur-Moudon,152,16,38,27,48,10,13
1967,Cremin,53,4,12,12,8,5,12
1968,Curtilles,308,35,86,45,88,35,19
1969,Dompierre (VD),250,30,62,45,56,45,12
1970,Forel-sur-Lucens,152,9,50,30,24,30,9
1971,Hermenches,360,24,92,72,104,25,43
1972,Lovatens,137,23,36,30,36,0,12
1973,Lucens,3129,478,774,633,728,335,181
1974,Moudon,5517,706,1258,1092,1352,575,534
1975,Ogens,261,29,72,54,36,50,20
1976,Prévonloup,149,18,42,15,40,25,9
1977,Rossenges,60,6,14,12,8,20,0
1978,Sarzens,83,4,20,15,24,20,0
1979,Syens,134,17,30,27,32,15,13
1980,Villars-le-Comte,157,12,44,30,24,20,27
1981,Vucherens,508,64,152,78,132,45,37
1982,Montanaire,2394,262,588,438,576,355,175
1983,Arnex-sur-Nyon,198,19,56,30,72,15,6
1984,Arzier,2416,188,616,423,804,285,100
1985,Bassins,1300,95,264,261,388,210,82
1986,Begnins,1616,206,462,354,412,150,32
1987,Bogis-Bossey,873,41,184,162,324,120,42
1988,Borex,888,85,188,195,264,125,31
1989,Chavannes-de-Bogis,1184,89,226,312,340,170,47
1990,Chavannes-des-Bois,808,54,148,171,328,75,32
1991,Chéserex,1223,147,284,225,344,175,48
1992,Coinsins,397,39,98,84,132,30,14
1993,Commugny,2756,188,524,513,940,420,171
1994,Coppet,3065,310,674,552,800,400,329
1995,Crans-près-Céligny,2110,162,510,384,692,245,117
1996,Crassier,1113,81,224,231,364,145,68
1997,Duillier,1042,103,228,192,352,130,37
1998,Eysins,1397,136,348,306,432,120,55
1999,Founex,3411,285,624,609,1084,585,224
2000,Genolier,1809,116,400,348,560,205,180
2001,Gingins,1198,105,278,261,352,150,52
2002,Givrins,965,74,254,159,288,130,60
2003,Gland,12061,1433,2894,2514,3588,1125,507
2004,Grens,379,24,84,57,136,60,18
2005,Mies,1871,151,340,339,576,320,145
2006,Nyon,19322,3199,5292,3933,4532,1595,771
2007,Prangins,3952,408,890,777,1136,545,196
2008,La Rippe,1072,103,188,240,296,170,75
2009,Saint-Cergue,2232,405,694,390,424,205,114
2010,Signy-Avenex,462,48,122,93,108,45,46
2011,Tannay,1537,97,352,264,496,225,103
2012,Trélex,1404,81,284,228,488,255,68
2013,Le Vaud,1226,74,280,252,436,145,39
2014,Vich,757,77,164,189,204,90,33
2015,L'Abergement,242,22,54,51,80,35,0
2016,Agiez,292,36,88,36,72,35,25
2017,Arnex-sur-Orbe,596,66,158,114,172,55,31
2018,Ballaigues,954,127,278,141,244,125,39
2019,Baulmes,1004,138,258,210,260,95,43
2020,Bavois,878,100,234,144,280,75,45
2021,Bofflens,184,18,50,21,72,10,13
2022,Bretonnières,232,21,74,30,48,35,24
2023,Chavornay,3961,470,930,819,976,495,271
2024,Les Clées,166,19,42,36,32,25,12
2025,Corcelles-sur-Chavornay,322,36,92,69,92,20,13
2026,Croy,301,52,92,42,52,45,18
2027,Juriens,293,42,88,42,84,15,22
2028,Lignerolle,381,43,90,78,64,50,56
2029,Montcherand,469,41,84,99,148,85,12
2030,Orbe,6641,996,1742,1278,1788,570,267
2031,La Praz,150,13,58,30,28,15,6
2032,Premier,189,21,54,57,32,25,0
2033,Rances,425,42,128,84,124,35,12
2034,Romainmôtier-Envy,502,75,158,66,152,45,6
2035,Sergey,146,6,46,21,40,25,8
2036,Valeyres-sous-Rances,577,53,138,102,188,65,31
2037,Vallorbe,3530,580,1050,573,748,425,154
2038,Vaulion,462,70,120,87,120,45,20
2039,Vuiteboeuf,537,54,108,132,140,65,38
2040,Carrouge (VD),1093,109,234,204,296,195,55
2041,Corcelles-le-Jorat,438,49,136,93,80,55,25
2042,Essertes,319,37,80,75,76,45,6
2043,Ferlens (VD),324,30,90,57,92,25,30
2044,Maracon,452,41,118,87,136,30,40
2045,Mézières (VD),1157,162,368,180,288,105,54
2046,Montpreveyres,534,67,120,90,188,45,24
2047,Ropraz,384,36,100,81,100,40,27
2048,Servion,1853,162,478,333,580,160,140
2049,Vulliens,430,41,116,54,92,95,32
2050,Jorat-Menthue,1409,141,386,258,408,160,56
2051,Oron,5001,630,1268,921,1288,585,309
2052,Champtauroz,137,12,28,9,32,30,26
2053,Chevroux,405,51,110,57,104,65,18
2054,Corcelles-près-Payerne,2026,252,484,333,504,300,153
2055,Grandcour,811,87,194,111,192,120,107
2056,Henniez,266,36,92,39,48,10,41
2057,Missy,317,40,82,66,76,35,18
2058,Payerne,9120,1332,2400,1716,2260,845,567
2059,Trey,256,24,66,33,72,25,36
2060,Treytorrens (Payerne),127,13,38,24,36,10,6
2061,Villarzel,399,55,114,78,88,40,24
2062,Valbroye,2829,312,668,501,704,425,219
2063,Château-d'Oex,3269,570,924,564,700,340,171
2064,Rossinière,516,59,144,81,116,65,51
2065,Rougemont,906,167,294,180,184,60,21
2066,Allaman,401,49,100,90,100,35,27
2067,Bursinel,471,36,104,87,120,85,39
2068,Bursins,782,82,186,156,240,75,43
2069,Burtigny,326,37,80,57,84,15,53
2070,Dully,569,38,136,96,136,110,53
2071,Essertines-sur-Rolle,682,57,138,123,200,70,94
2072,Gilly,1046,117,236,216,372,80,25
2073,Luins,592,70,138,129,152,65,38
2074,Mont-sur-Rolle,2501,240,636,477,800,250,98
2075,Perroy,1405,169,358,321,364,155,38
2076,Rolle,5531,789,1364,1287,1380,480,231
2077,Tartegnin,225,24,62,39,76,5,19
2078,Vinzel,349,35,60,60,140,30,24
2079,L'Abbaye,1351,240,400,246,284,130,51
2080,Le Chenit,4384,770,1314,777,944,345,234
2081,Le Lieu,847,137,270,120,196,75,49
2082,Blonay,5926,684,1538,1020,1768,755,161
2083,Chardonne,2690,450,824,495,612,225,84
2084,Corseaux,2082,331,724,348,460,140,79
2085,Corsier-sur-Vevey,3296,552,916,585,660,365,218
2086,Jongny,1433,149,456,270,348,180,30
2087,Montreux,22879,4939,6874,4311,4364,1585,806
2088,Saint-Légier-La Chiésaz,4916,461,1196,834,1480,745,200
2089,La Tour-de-Peilz,10957,2166,3156,1971,2376,1005,283
2090,Vevey,18343,3845,4938,3501,3728,1425,906
2091,Veytaux,832,221,258,162,124,55,12
2092,Belmont-sur-Yverdon,358,31,66,75,132,35,19
2093,Bioley-Magnoux,184,16,70,39,32,20,7
2094,Chamblon,568,62,132,120,184,45,25
2095,Champvent,585,57,152,129,176,65,6
2096,Chavannes-le-Chêne,274,50,74,39,52,45,14
2097,Chêne-Pâquier,125,10,30,12,44,10,19
2098,Cheseaux-Noréaz,663,42,168,105,228,75,45
2099,Cronay,351,31,114,93,68,45,0
2100,Cuarny,194,20,48,45,36,0,45
2101,Démoret,121,14,44,18,36,0,9
2102,Donneloye,736,83,184,132,188,95,54
2103,Ependes (VD),331,43,96,48,116,15,13
2104,Essert-Pittet,152,19,40,36,20,25,12
2105,Mathod,548,29,114,102,152,90,61
2106,Molondin,212,12,50,36,60,25,29
2107,Montagny-près-Yverdon,701,55,162,102,208,105,69
2108,Oppens,177,20,48,36,40,15,18
2109,Orges,259,34,80,51,68,20,6
2110,Orzens,198,27,60,48,48,15,0
2111,Pomy,704,47,170,138,228,90,31
2112,Rovray,150,18,48,30,28,20,6
2113,Suchy,478,37,140,93,140,50,18
2114,Suscévaz,194,21,66,30,40,25,12
2115,Treycovagnes,460,34,128,96,152,50,0
2116,Ursins,205,27,66,39,52,15,6
2117,Valeyres-sous-Montagny,651,60,186,111,212,55,27
2118,Valeyres-sous-Ursins,238,18,64,57,52,35,12
2119,Villars-Epeney,83,3,18,30,16,10,6
2120,Vugelles-La Mothe,131,12,22,33,28,20,16
2121,Yverdon-les-Bains,28274,4761,7568,5274,6276,2865,1530
2122,Yvonand,2867,381,740,513,716,320,197
2123,Brig-Glis,12323,1912,3418,2118,3132,1195,548
2124,Eggerberg,337,37,98,75,80,35,12
2125,Naters,9393,1394,2906,1608,2188,975,322
2126,Ried-Brig,1984,203,502,348,632,250,49
2127,Simplon,325,32,70,63,76,60,24
2128,Termen,860,87,226,138,256,115,38
2129,Zwischbergen,86,20,24,21,16,5,0
2130,Ardon,2932,280,698,606,820,325,203
2131,Chamoson,3326,438,906,642,792,350,198
2132,Conthey,8072,1037,2236,1572,1976,820,431
2133,Nendaz,5854,831,1574,1053,1456,555,385
2134,Vétroz,5370,443,1208,1029,1632,720,338
2135,Bagnes,7841,1429,2104,1488,1648,880,292
2136,Bourg-Saint-Pierre,168,27,46,36,36,5,18
2137,Liddes,739,106,194,87,152,155,45
2138,Orsières,3144,411,804,522,632,435,340
2139,Sembrancher,949,174,206,189,212,80,88
2140,Vollèges,1759,192,442,279,488,290,68
2141,Bellwald,433,69,130,81,92,55,6
2142,Binn,151,26,42,21,36,20,6
2143,Blitzingen,76,22,32,18,4,0,0
2144,Ernen,534,88,180,84,124,40,18
2145,Fiesch,925,150,266,186,196,115,12
2146,Fieschertal,318,46,72,36,100,45,19
2147,Lax,287,47,94,36,64,40,6
2148,Niederwald,45,8,8,3,16,10,0
2149,Grafschaft,179,28,70,27,36,5,13
2150,Münster-Geschinen,478,106,144,72,88,55,13
2151,Reckingen-Gluringen,454,88,134,57,112,35,28
2152,Obergoms,651,101,206,87,172,60,25
2153,Les Agettes,305,58,114,33,52,40,8
2154,Ayent,3748,544,1158,660,884,370,132
2155,Evolène,1660,267,456,297,432,170,38
2156,Hérémence,1318,218,478,228,260,100,34
2157,Saint-Martin (VS),869,134,254,144,200,115,22
2158,Vex,1692,288,486,303,396,150,69
2159,Mont-Noble,940,207,394,135,140,40,24
2160,Agarn,792,88,166,141,260,85,52
2161,Albinen,254,45,72,54,36,35,12
2162,Ergisch,190,34,62,24,48,15,7
2163,Inden,124,25,32,27,12,15,13
2164,Leuk,3661,489,1136,588,912,400,136
2165,Leukerbad,1529,330,432,282,304,130,51
2166,Oberems,124,21,28,18,32,25,0
2167,Salgesch,1381,177,332,240,340,155,137
2168,Varen,615,104,200,117,124,55,15
2169,Guttet-Feschel,432,50,124,66,116,70,6
2170,Gampel-Bratsch,1900,263,550,306,532,195,54
2171,Turtmann-Unterems,1111,125,248,246,240,160,92
2172,Bovernier,830,108,240,171,184,90,37
2173,Charrat,1529,171,308,351,408,235,56
2174,Fully,8099,975,1918,1560,2112,1010,524
2175,Isérables,879,178,220,177,204,80,20
2176,Leytron,2934,415,910,561,732,255,61
2177,Martigny,16746,2719,4546,3426,3640,1610,805
2178,Martigny-Combe,2299,395,628,414,524,210,128
2179,Riddes,2782,333,730,564,632,270,253
2180,Saillon,2344,295,666,423,612,265,83
2181,Saxon,4949,658,1318,987,1236,465,285
2182,Trient,153,15,38,18,40,30,12
2183,Champéry,1250,223,378,240,196,130,83
2184,Collombey-Muraz,7923,756,1824,1533,2404,925,481
2185,Monthey,16960,1860,3974,3330,3900,1965,1931
2186,Port-Valais,3287,401,850,633,792,390,221
2187,Saint-Gingolph,920,158,286,156,184,105,31
2188,Troistorrents,4320,570,1146,786,1040,510,268
2189,Val-d'Illiez,1791,265,556,285,420,145,120
2190,Vionnaz,2341,314,600,453,644,255,75
2191,Vouvry,3856,435,974,774,956,400,317
2192,Betten,423,98,124,60,112,15,14
2193,Bister,30,6,6,9,4,5,0
2194,Bitsch,852,101,184,165,256,140,6
2195,Grengiols,460,46,98,81,100,70,65
2196,Martisberg,14,2,6,6,0,0,0
2197,Riederalp,507,76,150,72,144,65,0
2198,Ausserberg,641,71,162,102,172,100,34
2199,Blatten,288,43,72,57,68,35,13
2200,Bürchen,714,91,234,132,164,75,18
2201,Eischoll,449,67,152,57,156,10,7
2202,Ferden,254,40,72,51,76,15,0
2203,Kippel,362,43,104,57,88,70,0
2204,Niedergesteln,685,66,228,111,204,45,31
2205,Raron,1881,211,492,306,504,275,93
2206,Unterbäch,400,52,124,60,92,65,7
2207,Wiler (Lötschen),577,68,114,99,160,105,31
2208,Mörel-Filet,698,97,218,129,152,90,12
2209,Steg-Hohtenn,1552,217,470,339,336,130,60
2210,Collonges,656,114,202,123,156,55,6
2211,Dorénaz,825,108,208,186,168,105,50
2212,Evionnaz,1158,140,330,240,216,145,87
2213,Finhaut,357,70,104,66,64,35,18
2214,Massongex,1671,196,402,327,464,200,82
2215,Saint-Maurice,4226,433,848,738,1040,505,662
2216,Salvan,1240,239,430,207,232,95,37
2217,Vernayaz,1857,215,418,387,528,195,114
2218,Vérossaz,677,72,164,123,184,85,49
2219,Chalais,3255,439,898,579,864,360,115
2220,Chermignon,3033,526,838,540,736,345,48
2221,Chippis,1646,178,430,357,444,170,67
2222,Grône,2243,330,574,459,556,165,159
2223,Icogne,547,74,176,105,108,45,39
2224,Lens,3888,624,1090,729,840,390,215
2225,Miège,1351,135,296,252,356,240,72
2226,Mollens (VS),933,157,256,162,212,95,51
2227,Montana,2373,452,710,480,492,165,74
2228,Randogne,2846,601,934,486,560,195,70
2229,Saint-Léonard,2194,228,546,435,608,275,102
2230,Sierre,16120,2045,4036,3081,3592,1765,1601
2231,Venthône,1202,136,322,207,300,140,97
2232,Veyras,1730,232,426,330,504,185,53
2233,Anniviers,2630,454,766,492,568,265,85
2234,Arbaz,1129,165,372,165,256,145,26
2235,Grimisuat,3000,286,772,498,920,360,164
2236,Savièse,7076,902,2002,1356,1856,755,205
2237,Sion,31985,5582,8544,5889,7536,2915,1519
2238,Veysonnaz,581,96,192,105,148,40,0
2239,Baltschieder,1266,89,320,219,432,180,26
2240,Eisten,205,28,76,24,40,25,12
2241,Embd,292,32,68,48,124,20,0
2242,Grächen,1383,207,346,270,352,160,48
2243,Lalden,667,53,154,129,188,95,48
2244,Randa,441,53,126,78,104,55,25
2245,Saas-Almagell,393,54,86,75,116,50,12
2246,Saas-Balen,394,47,86,66,168,20,7
2247,Saas-Fee,1634,388,424,267,412,130,13
2248,Saas-Grund,1039,150,258,183,340,90,18
2249,St. Niklaus,2279,271,542,429,576,345,116
2250,Stalden (VS),1096,146,302,168,304,115,61
2251,Staldenried,548,57,142,93,144,100,12
2252,Täsch,1208,169,230,276,408,105,20
